game_id,season,type,date_time,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id
5982,20142015,R,2015-04-11,2015-04-11T19:00:00Z,30,19,2,4,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
5983,20142015,R,2015-04-11,2015-04-11T23:00:00Z,8,10,4,3,away win SO,right,Air Canada Centre,/api/v1/venues/null,America/Toronto
5984,20142015,R,2015-04-11,2015-04-11T16:30:00Z,3,15,4,2,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
5985,20142015,R,2015-04-11,2015-04-11T19:00:00Z,20,52,1,5,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
5986,20142015,R,2015-04-11,2015-04-11T16:30:00Z,9,4,3,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
5987,20142015,R,2015-04-11,2015-04-11T23:00:00Z,29,2,5,4,away win SO,left,Nassau Coliseum,/api/v1/venues/null,America/New_York
5988,20142015,R,2015-04-11,2015-04-11T23:30:00Z,6,14,2,3,home win SO,left,Amalie Arena,/api/v1/venues/null,America/New_York
5989,20142015,R,2015-04-11,2015-04-11T19:00:00Z,28,26,1,4,home win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles
5990,20142015,R,2015-04-11,2015-04-11T23:00:00Z,1,13,2,3,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York
5991,20142015,R,2015-04-12,2015-04-12T01:00:00Z,16,21,2,3,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver
5992,20142015,R,2015-04-12,2015-04-12T02:00:00Z,22,23,5,6,home win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
5993,20142015,R,2015-04-12,2015-04-12T00:00:00Z,18,25,1,4,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago
5994,20142015,R,2015-04-12,2015-04-12T01:00:00Z,24,53,2,1,away win REG,left,Gila River Arena,/api/v1/venues/null,America/Phoenix
5995,20142015,P,2015-04-15,2015-04-15T23:00:00Z,9,8,3,4,home win REG,right,Centre Bell                                                     ,/api/v1/venues/null,America/Montreal
5996,20142015,P,2015-04-15,2015-04-15T23:00:00Z,2,15,4,1,away win REG,right,Verizon Center                                                  ,/api/v1/venues/null,America/New_York
5997,20142015,P,2015-04-16,2015-04-16T23:00:00Z,5,3,1,2,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
5998,20142015,P,2015-04-16,2015-04-16T02:00:00Z,20,23,2,1,away win REG,right,Rogers Arena                                                    ,/api/v1/venues/null,America/Vancouver
5999,20142015,P,2015-04-16,2015-04-16T23:30:00Z,17,14,3,2,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6000,20142015,P,2015-04-16,2015-04-16T00:30:00Z,16,18,4,3,away win OT,left,Bridgestone Arena                                               ,/api/v1/venues/null,America/Chicago
6001,20142015,P,2015-04-17,2015-04-17T01:30:00Z,30,19,4,2,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
6002,20142015,P,2015-04-17,2015-04-17T23:00:00Z,9,8,2,3,home win OT,right,Centre Bell,/api/v1/venues/null,America/Montreal
6003,20142015,P,2015-04-17,2015-04-17T23:00:00Z,2,15,3,4,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6004,20142015,P,2015-04-17,2015-04-17T02:30:00Z,52,24,2,4,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6005,20142015,P,2015-04-18,2015-04-18T19:00:00Z,30,19,1,4,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
6006,20142015,P,2015-04-18,2015-04-18T02:00:00Z,20,23,1,4,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
6007,20142015,P,2015-04-18,2015-04-18T19:00:00Z,17,14,1,5,home win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6008,20142015,P,2015-04-18,2015-04-18T01:30:00Z,16,18,2,6,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
6009,20142015,P,2015-04-19,2015-04-19T00:00:00Z,5,3,4,3,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6010,20142015,P,2015-04-19,2015-04-19T23:00:00Z,8,9,2,1,away win OT,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York
6011,20142015,P,2015-04-19,2015-04-19T16:00:00Z,15,2,1,2,home win OT,left,Nassau Coliseum,/api/v1/venues/null,America/New_York
6012,20142015,P,2015-04-19,2015-04-19T02:30:00Z,52,24,1,2,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6013,20142015,P,2015-04-19,2015-04-19T19:00:00Z,18,16,2,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6014,20142015,P,2015-04-20,2015-04-20T23:00:00Z,3,5,2,1,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
6015,20142015,P,2015-04-20,2015-04-20T02:00:00Z,23,20,2,4,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6016,20142015,P,2015-04-21,2015-04-21T00:00:00Z,19,30,0,3,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
6017,20142015,P,2015-04-21,2015-04-21T23:30:00Z,15,2,2,1,away win OT,left,Nassau Coliseum,/api/v1/venues/null,America/New_York
6018,20142015,P,2015-04-21,2015-04-21T01:00:00Z,24,52,5,4,away win OT,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
6019,20142015,P,2015-04-21,2015-04-21T23:00:00Z,14,17,0,3,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
6020,20142015,P,2015-04-22,2015-04-22T23:00:00Z,3,5,2,1,away win OT,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
6021,20142015,P,2015-04-22,2015-04-22T23:00:00Z,8,9,0,1,home win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York
6022,20142015,P,2015-04-22,2015-04-22T02:00:00Z,23,20,1,3,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6023,20142015,P,2015-04-22,2015-04-22T01:30:00Z,18,16,2,3,home win OT,right,United Center,/api/v1/venues/null,America/Chicago
6024,20142015,P,2015-04-23,2015-04-23T01:30:00Z,19,30,6,1,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
6025,20142015,P,2015-04-23,2015-04-23T23:00:00Z,2,15,1,5,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6026,20142015,P,2015-04-23,2015-04-23T01:30:00Z,24,52,5,2,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
6027,20142015,P,2015-04-23,2015-04-23T23:00:00Z,14,17,3,2,away win OT,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
6028,20142015,P,2015-04-24,2015-04-24T23:00:00Z,5,3,1,2,home win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6029,20142015,P,2015-04-24,2015-04-24T23:00:00Z,9,8,5,1,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
6030,20142015,P,2015-04-24,2015-04-24T02:00:00Z,20,23,1,2,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
6031,20142015,P,2015-04-24,2015-04-24T01:30:00Z,16,18,2,5,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
6032,20142015,P,2015-04-25,2015-04-25T01:30:00Z,30,19,4,1,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
6033,20142015,P,2015-04-25,2015-04-25T19:00:00Z,15,2,1,3,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York
6034,20142015,P,2015-04-25,2015-04-25T22:00:00Z,17,14,4,0,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6035,20142015,P,2015-04-26,2015-04-26T19:00:00Z,19,30,1,4,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
6036,20142015,P,2015-04-26,2015-04-26T22:00:00Z,8,9,2,0,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York
6037,20142015,P,2015-04-26,2015-04-26T01:00:00Z,23,20,4,7,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6038,20142015,P,2015-04-26,2015-04-26T00:00:00Z,18,16,3,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6039,20142015,P,2015-04-27,2015-04-27T23:30:00Z,2,15,1,2,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6040,20142015,P,2015-04-27,2015-04-27T23:00:00Z,14,17,5,2,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
6041,20142015,P,2015-04-29,2015-04-29T23:30:00Z,17,14,0,2,home win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6042,20142015,P,2015-04-30,2015-04-30T23:30:00Z,15,3,2,1,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6043,20142015,P,2015-05-01,2015-05-01T23:00:00Z,14,8,2,1,away win OT,right,Centre Bell,/api/v1/venues/null,America/Montreal
6044,20142015,P,2015-05-01,2015-05-01T02:00:00Z,20,24,1,6,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6045,20142015,P,2015-05-02,2015-05-02T01:30:00Z,30,16,3,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6046,20142015,P,2015-05-02,2015-05-02T16:30:00Z,15,3,2,3,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6047,20142015,P,2015-05-03,2015-05-03T22:00:00Z,14,8,6,2,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
6048,20142015,P,2015-05-04,2015-05-04T00:30:00Z,30,16,1,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6049,20142015,P,2015-05-04,2015-05-04T23:30:00Z,3,15,0,1,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6050,20142015,P,2015-05-04,2015-05-04T02:00:00Z,20,24,0,3,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6051,20142015,P,2015-05-06,2015-05-06T00:00:00Z,16,30,1,0,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
6052,20142015,P,2015-05-06,2015-05-06T23:30:00Z,3,15,1,2,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6053,20142015,P,2015-05-06,2015-05-06T23:00:00Z,8,14,1,2,home win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6054,20142015,P,2015-05-06,2015-05-06T01:30:00Z,24,20,3,4,home win OT,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6055,20142015,P,2015-05-07,2015-05-07T23:00:00Z,8,14,6,2,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6056,20142015,P,2015-05-08,2015-05-08T01:30:00Z,16,30,4,3,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
6057,20142015,P,2015-05-08,2015-05-08T23:00:00Z,15,3,1,2,home win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6058,20142015,P,2015-05-09,2015-05-09T23:00:00Z,14,8,1,2,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
6059,20142015,P,2015-05-09,2015-05-09T01:30:00Z,24,20,4,2,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6060,20142015,P,2015-05-10,2015-05-10T23:00:00Z,3,15,4,3,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6061,20142015,P,2015-05-11,2015-05-11T02:00:00Z,20,24,2,3,home win OT,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6062,20142015,P,2015-05-12,2015-05-12T23:30:00Z,8,14,1,4,home win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6063,20142015,P,2015-05-13,2015-05-13T23:30:00Z,15,3,1,2,home win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6064,20142015,P,2015-05-16,2015-05-16T17:00:00Z,14,3,1,2,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6065,20142015,P,2015-05-17,2015-05-17T19:00:00Z,16,24,1,4,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6066,20142015,P,2015-05-19,2015-05-19T00:00:00Z,14,3,6,2,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6067,20142015,P,2015-05-20,2015-05-20T01:00:00Z,16,24,3,2,away win OT,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6068,20142015,P,2015-05-21,2015-05-21T00:00:00Z,3,14,5,6,home win OT,left,Amalie Arena,/api/v1/venues/null,America/New_York
6069,20142015,P,2015-05-22,2015-05-22T00:00:00Z,24,16,2,1,away win REG,right,United Center,/api/v1/venues/null,America/Chicago
6070,20142015,P,2015-05-23,2015-05-23T00:00:00Z,3,14,5,1,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6071,20142015,P,2015-05-24,2015-05-24T00:00:00Z,24,16,4,5,home win OT,right,United Center,/api/v1/venues/null,America/Chicago
6072,20142015,P,2015-05-25,2015-05-25T00:00:00Z,14,3,2,0,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6073,20142015,P,2015-05-26,2015-05-26T01:00:00Z,16,24,4,5,home win OT,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6074,20142015,P,2015-05-27,2015-05-27T00:00:00Z,3,14,7,3,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6075,20142015,P,2015-05-28,2015-05-28T00:00:00Z,24,16,2,5,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6076,20142015,P,2015-05-30,2015-05-30T00:00:00Z,14,3,2,0,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6077,20142015,P,2015-05-31,2015-05-31T00:00:00Z,16,24,5,3,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6078,20142015,P,2015-06-04,2015-06-04T00:00:00Z,16,14,2,1,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6079,20142015,P,2015-06-06,2015-06-06T23:15:00Z,16,14,3,4,home win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6080,20142015,P,2015-06-09,2015-06-09T00:00:00Z,14,16,3,2,away win REG,right,United Center,/api/v1/venues/null,America/Chicago
6081,20142015,P,2015-06-11,2015-06-11T00:00:00Z,14,16,1,2,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6082,20142015,P,2015-06-14,2015-06-14T00:00:00Z,16,14,2,1,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6083,20142015,P,2015-06-16,2015-06-16T00:00:00Z,14,16,0,2,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6084,20152016,R,2015-10-07,2015-10-07T23:00:00Z,8,10,3,1,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto
6085,20152016,R,2015-10-08,2015-10-08T23:30:00Z,4,14,2,3,home win OT,left,Amalie Arena,/api/v1/venues/null,America/New_York
6086,20152016,R,2015-10-08,2015-10-08T00:00:00Z,3,16,3,2,away win REG,right,United Center,/api/v1/venues/null,America/Chicago
6087,20152016,R,2015-10-08,2015-10-08T02:30:00Z,28,26,5,1,away win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles
6088,20152016,R,2015-10-08,2015-10-08T23:00:00Z,9,7,3,1,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York
6089,20152016,R,2015-10-08,2015-10-08T23:00:00Z,52,6,6,2,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York
6090,20152016,R,2015-10-08,2015-10-08T02:00:00Z,23,20,5,1,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6091,20152016,R,2015-10-09,2015-10-09T00:00:00Z,12,18,1,2,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
6092,20152016,R,2015-10-09,2015-10-09T23:30:00Z,10,17,0,4,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
6093,20152016,R,2015-10-09,2015-10-09T00:00:00Z,22,19,1,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
6094,20152016,R,2015-10-09,2015-10-09T01:00:00Z,30,21,5,4,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver
6095,20152016,R,2015-10-09,2015-10-09T23:00:00Z,3,29,4,2,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York
6096,20152016,R,2015-10-09,2015-10-09T23:00:00Z,52,1,3,1,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
6097,20152016,R,2015-10-09,2015-10-09T00:30:00Z,5,25,0,3,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago
6098,20152016,R,2015-10-09,2015-10-09T23:30:00Z,16,2,3,2,away win OT,left,Barclays Center,/api/v1/venues/null,America/New_York
6099,20152016,R,2015-10-10,2015-10-10T23:00:00Z,1,15,3,5,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6100,20152016,R,2015-10-10,2015-10-10T23:00:00Z,29,3,2,5,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6101,20152016,R,2015-10-10,2015-10-10T17:00:00Z,14,7,4,1,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York
6102,20152016,R,2015-10-10,2015-10-10T02:30:00Z,53,26,4,1,away win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles
6103,20152016,R,2015-10-10,2015-10-10T23:00:00Z,17,12,4,3,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York
6104,20152016,R,2015-10-10,2015-10-10T23:00:00Z,8,6,4,2,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York
6105,20152016,R,2015-10-10,2015-10-10T23:00:00Z,22,18,0,2,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
6106,20152016,R,2015-10-10,2015-10-10T23:00:00Z,4,13,1,7,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York
6107,20152016,R,2015-10-10,2015-10-10T23:00:00Z,9,10,5,4,away win SO,right,Air Canada Centre,/api/v1/venues/null,America/Toronto
6108,20152016,R,2015-10-11,2015-10-11T02:00:00Z,20,23,3,2,away win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
6109,20152016,R,2015-10-11,2015-10-11T01:00:00Z,25,21,3,6,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver
6110,20152016,R,2015-10-11,2015-10-11T23:00:00Z,8,9,3,1,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York
6111,20152016,R,2015-10-11,2015-10-11T00:30:00Z,2,16,1,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6112,20152016,R,2015-10-11,2015-10-11T02:30:00Z,24,28,0,2,home win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles
6113,20152016,R,2015-10-11,2015-10-11T02:00:00Z,5,53,1,2,home win REG,left,Gila River Arena,/api/v1/venues/null,America/Phoenix
6114,20152016,R,2015-10-11,2015-10-11T00:00:00Z,19,30,2,3,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
6115,20152016,R,2015-10-12,2015-10-12T23:00:00Z,13,4,0,1,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
6116,20152016,R,2015-10-12,2015-10-12T17:00:00Z,52,2,2,4,home win REG,left,Barclays Center,/api/v1/venues/null,America/New_York
6117,20152016,R,2015-10-12,2015-10-12T17:00:00Z,14,6,6,3,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York
6118,20152016,R,2015-10-12,2015-10-12T19:00:00Z,29,7,2,4,home win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York
6119,20152016,R,2015-10-13,2015-10-13T23:00:00Z,28,15,5,0,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6120,20152016,R,2015-10-13,2015-10-13T23:00:00Z,13,12,4,1,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York
6121,20152016,R,2015-10-13,2015-10-13T23:30:00Z,14,17,1,3,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
6122,20152016,R,2015-10-13,2015-10-13T23:00:00Z,18,1,3,1,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
6123,20152016,R,2015-10-13,2015-10-13T23:00:00Z,52,3,4,1,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6124,20152016,R,2015-10-13,2015-10-13T23:00:00Z,8,5,3,2,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
6125,20152016,R,2015-10-13,2015-10-13T02:00:00Z,23,24,2,1,away win SO,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6126,20152016,R,2015-10-14,2015-10-14T23:00:00Z,9,29,7,3,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York
6127,20152016,R,2015-10-14,2015-10-14T01:00:00Z,19,20,4,3,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6128,20152016,R,2015-10-14,2015-10-14T00:30:00Z,22,25,2,4,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago
6129,20152016,R,2015-10-14,2015-10-14T02:30:00Z,23,26,3,0,away win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles
6130,20152016,R,2015-10-15,2015-10-15T00:00:00Z,16,4,0,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
6131,20152016,R,2015-10-15,2015-10-15T23:00:00Z,18,2,3,4,home win REG,left,Barclays Center,/api/v1/venues/null,America/New_York
6132,20152016,R,2015-10-15,2015-10-15T23:00:00Z,16,15,1,4,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6133,20152016,R,2015-10-15,2015-10-15T23:00:00Z,9,5,0,2,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
6134,20152016,R,2015-10-15,2015-10-15T23:30:00Z,3,8,0,3,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
6135,20152016,R,2015-10-15,2015-10-15T23:30:00Z,7,13,2,3,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York
6136,20152016,R,2015-10-15,2015-10-15T23:30:00Z,25,14,5,3,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6137,20152016,R,2015-10-15,2015-10-15T02:30:00Z,53,24,4,0,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6138,20152016,R,2015-10-15,2015-10-15T02:00:00Z,6,21,6,2,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver
6139,20152016,R,2015-10-16,2015-10-16T23:30:00Z,12,17,5,3,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
6140,20152016,R,2015-10-16,2015-10-16T01:00:00Z,19,22,4,2,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton
6141,20152016,R,2015-10-16,2015-10-16T23:00:00Z,28,1,2,1,away win SO,left,Prudential Center,/api/v1/venues/null,America/New_York
6142,20152016,R,2015-10-16,2015-10-16T23:00:00Z,10,29,6,3,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York
6143,20152016,R,2015-10-16,2015-10-16T02:00:00Z,30,53,4,3,away win REG,left,Gila River Arena,/api/v1/venues/null,America/Phoenix
6144,20152016,R,2015-10-17,2015-10-17T00:00:00Z,20,52,1,3,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
6145,20152016,R,2015-10-17,2015-10-17T23:30:00Z,28,2,3,6,home win REG,left,Barclays Center,/api/v1/venues/null,America/New_York
6146,20152016,R,2015-10-17,2015-10-17T23:00:00Z,12,15,1,4,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
6147,20152016,R,2015-10-17,2015-10-17T02:30:00Z,30,26,1,2,home win OT,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles
6148,20152016,R,2015-10-17,2015-10-17T23:00:00Z,17,8,1,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
6149,20152016,R,2015-10-17,2015-10-17T23:00:00Z,10,5,1,2,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
6150,20152016,R,2015-10-17,2015-10-17T23:00:00Z,25,13,4,2,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York
6151,20152016,R,2015-10-17,2015-10-17T02:00:00Z,21,24,3,0,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6152,20152016,R,2015-10-17,2015-10-17T23:00:00Z,18,9,4,3,away win SO,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York
6153,20152016,R,2015-10-17,2015-10-17T23:00:00Z,7,14,1,2,home win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York
6154,20152016,R,2015-10-17,2015-10-17T02:00:00Z,19,23,4,3,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
6155,20152016,R,2015-10-18,2015-10-18T17:00:00Z,1,3,2,1,away win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6156,20152016,R,2015-10-18,2015-10-18T19:00:00Z,19,52,4,2,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
6157,20152016,R,2015-10-18,2015-10-18T02:00:00Z,6,53,5,3,away win REG,left,Gila River Arena,/api/v1/venues/null,America/Phoenix
6158,20152016,R,2015-10-18,2015-10-18T02:00:00Z,22,20,5,2,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6159,20152016,R,2015-10-18,2015-10-18T00:30:00Z,29,16,1,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
6160,20152016,R,2015-10-19,2015-10-19T02:00:00Z,21,26,1,2,home win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles
6161,20152016,R,2015-10-19,2015-10-19T01:00:00Z,22,23,2,1,away win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
6162,20152016,R,2015-10-19,2015-10-19T00:00:00Z,30,24,1,4,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
6163,20152016,R,2015-10-19,2015-10-19T23:00:00Z,28,3,0,4,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6164,20152016,R,2015-10-20,2015-10-20T23:00:00Z,13,5,2,3,home win OT,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
6165,20152016,R,2015-10-20,2015-10-20T23:30:00Z,25,4,2,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
6166,20152016,R,2015-10-20,2015-10-20T23:00:00Z,2,29,4,0,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York
6167,20152016,R,2015-10-20,2015-10-20T23:00:00Z,53,1,2,3,home win OT,left,Prudential Center,/api/v1/venues/null,America/New_York
6168,20152016,R,2015-10-20,2015-10-20T23:30:00Z,19,8,0,3,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
6169,20152016,R,2015-10-21,2015-10-21T00:00:00Z,14,18,4,5,home win SO,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
6170,20152016,R,2015-10-21,2015-10-21T23:00:00Z,10,7,1,2,home win SO,left,First Niagara Center,/api/v1/venues/null,America/New_York
6171,20152016,R,2015-10-21,2015-10-21T01:00:00Z,15,20,6,2,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
6172,20152016,R,2015-10-22,2015-10-22T23:00:00Z,53,3,1,4,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
6173,20152016,R,2015-10-22,2015-10-22T23:00:00Z,25,5,4,1,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
6174,20152016,R,2015-10-22,2015-10-22T02:00:00Z,12,21,1,0,away win OT,right,Pepsi Center,/api/v1/venues/null,America/Denver
