game_id,season,type,date_time,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id
2532,20112012,R,2012-04-06,2012-04-06T01:00:00Z,23,20,2,3,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
2533,20112012,R,2012-04-06,2012-04-06T00:00:00Z,25,18,0,2,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2534,20112012,R,2012-04-06,2012-04-06T01:30:00Z,24,22,3,2,away win OT,left,Rexall Place,/api/v1/venues/null,America/Edmonton
2535,20112012,R,2012-04-07,2012-04-07T17:00:00Z,16,17,3,2,away win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
2536,20112012,R,2012-04-07,2012-04-07T23:30:00Z,12,13,1,4,home win REG,right,BankAtlantic Center,/api/v1/venues/null,America/New_York
2537,20112012,R,2012-04-07,2012-04-07T23:00:00Z,14,52,4,3,away win OT,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
2538,20112012,R,2012-04-07,2012-04-07T23:00:00Z,2,29,3,7,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York
2539,20112012,R,2012-04-07,2012-04-07T22:30:00Z,15,3,4,1,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2540,20112012,R,2012-04-07,2012-04-07T20:00:00Z,24,20,2,5,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
2541,20112012,R,2012-04-07,2012-04-07T23:00:00Z,10,8,1,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
2542,20112012,R,2012-04-07,2012-04-07T20:00:00Z,7,6,3,4,home win SO,left,TD Garden,/api/v1/venues/null,America/New_York
2543,20112012,R,2012-04-07,2012-04-07T19:00:00Z,9,1,2,4,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2544,20112012,R,2012-04-07,2012-04-07T20:00:00Z,4,5,2,4,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
2545,20112012,R,2012-04-08,2012-04-08T00:00:00Z,27,30,4,1,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
2546,20112012,R,2012-04-08,2012-04-08T00:00:00Z,19,25,3,2,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago
2547,20112012,R,2012-04-08,2012-04-08T01:00:00Z,18,21,6,1,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver
2548,20112012,R,2012-04-08,2012-04-08T02:00:00Z,22,23,0,3,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
2549,20112012,R,2012-04-08,2012-04-08T02:30:00Z,26,28,2,3,home win OT,left,HP Pavilion at San Jose,/api/v1/venues/null,America/Los_Angeles
2550,20112012,P,2012-04-11,2012-04-11T23:30:00Z,4,5,4,3,away win OT,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
2551,20112012,P,2012-04-12,2012-04-12T23:30:00Z,28,19,3,2,away win OT,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2552,20112012,P,2012-04-12,2012-04-12T00:00:00Z,17,18,2,3,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2553,20112012,P,2012-04-12,2012-04-12T02:30:00Z,26,23,4,2,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
2554,20112012,P,2012-04-12,2012-04-12T23:00:00Z,9,3,2,4,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2555,20112012,P,2012-04-12,2012-04-12T23:30:00Z,15,6,0,1,home win OT,left,TD Garden,/api/v1/venues/null,America/New_York
2556,20112012,P,2012-04-13,2012-04-13T23:30:00Z,17,18,3,2,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2557,20112012,P,2012-04-13,2012-04-13T02:00:00Z,16,27,2,3,home win OT,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2558,20112012,P,2012-04-13,2012-04-13T23:00:00Z,1,13,3,2,away win REG,right,BankAtlantic Center,/api/v1/venues/null,America/New_York
2559,20112012,P,2012-04-13,2012-04-13T23:30:00Z,4,5,8,5,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
2560,20112012,P,2012-04-14,2012-04-14T23:30:00Z,28,19,0,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2561,20112012,P,2012-04-14,2012-04-14T02:00:00Z,26,23,4,2,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
2562,20112012,P,2012-04-14,2012-04-14T23:00:00Z,9,3,3,2,away win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2563,20112012,P,2012-04-14,2012-04-14T19:00:00Z,15,6,2,1,away win OT,left,TD Garden,/api/v1/venues/null,America/New_York
2564,20112012,P,2012-04-15,2012-04-15T16:00:00Z,18,17,3,2,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
2565,20112012,P,2012-04-15,2012-04-15T02:00:00Z,16,27,4,3,away win OT,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2566,20112012,P,2012-04-15,2012-04-15T23:30:00Z,1,13,2,4,home win REG,right,BankAtlantic Center,/api/v1/venues/null,America/New_York
2567,20112012,P,2012-04-15,2012-04-15T19:00:00Z,5,4,4,8,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2568,20112012,P,2012-04-16,2012-04-16T02:30:00Z,23,26,0,1,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2569,20112012,P,2012-04-16,2012-04-16T23:30:00Z,3,9,1,0,away win REG,left,Scotiabank Place,/api/v1/venues/null,America/New_York
2570,20112012,P,2012-04-16,2012-04-16T23:30:00Z,6,15,4,3,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
2571,20112012,P,2012-04-17,2012-04-17T02:00:00Z,19,28,4,3,away win REG,left,HP Pavilion at San Jose,/api/v1/venues/null,America/Los_Angeles
2572,20112012,P,2012-04-17,2012-04-17T23:30:00Z,18,17,3,1,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
2573,20112012,P,2012-04-17,2012-04-17T23:00:00Z,13,1,4,3,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2574,20112012,P,2012-04-18,2012-04-18T01:00:00Z,27,16,3,2,away win OT,right,United Center,/api/v1/venues/null,America/Chicago
2575,20112012,P,2012-04-18,2012-04-18T23:30:00Z,3,9,2,3,home win OT,left,Scotiabank Place,/api/v1/venues/null,America/New_York
2576,20112012,P,2012-04-18,2012-04-18T23:30:00Z,5,4,10,3,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2577,20112012,P,2012-04-19,2012-04-19T02:00:00Z,23,26,3,1,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2578,20112012,P,2012-04-19,2012-04-19T23:00:00Z,13,1,0,4,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2579,20112012,P,2012-04-19,2012-04-19T23:30:00Z,6,15,1,2,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
2580,20112012,P,2012-04-20,2012-04-20T02:30:00Z,19,28,2,1,away win REG,left,HP Pavilion at San Jose,/api/v1/venues/null,America/Los_Angeles
2581,20112012,P,2012-04-20,2012-04-20T00:00:00Z,27,16,3,2,away win OT,right,United Center,/api/v1/venues/null,America/Chicago
2582,20112012,P,2012-04-20,2012-04-20T23:30:00Z,4,5,2,3,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
2583,20112012,P,2012-04-21,2012-04-21T23:30:00Z,28,19,1,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2584,20112012,P,2012-04-21,2012-04-21T00:00:00Z,17,18,1,2,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2585,20112012,P,2012-04-21,2012-04-21T23:00:00Z,9,3,2,0,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2586,20112012,P,2012-04-21,2012-04-21T22:30:00Z,1,13,0,3,home win REG,right,BankAtlantic Center,/api/v1/venues/null,America/New_York
2587,20112012,P,2012-04-21,2012-04-21T19:00:00Z,15,6,4,3,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York
2588,20112012,P,2012-04-22,2012-04-22T02:00:00Z,16,27,2,1,away win OT,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2589,20112012,P,2012-04-22,2012-04-22T16:00:00Z,5,4,1,5,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2590,20112012,P,2012-04-22,2012-04-22T19:00:00Z,6,15,4,3,away win OT,right,Verizon Center,/api/v1/venues/null,America/New_York
2591,20112012,P,2012-04-23,2012-04-23T00:00:00Z,26,23,2,1,away win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
2592,20112012,P,2012-04-23,2012-04-23T23:00:00Z,3,9,3,2,away win REG,left,Scotiabank Place,/api/v1/venues/null,America/New_York
2593,20112012,P,2012-04-24,2012-04-24T01:00:00Z,27,16,4,0,away win REG,right,United Center,/api/v1/venues/null,America/Chicago
2594,20112012,P,2012-04-24,2012-04-24T23:30:00Z,13,1,2,3,home win OT,left,Prudential Center,/api/v1/venues/null,America/New_York
2595,20112012,P,2012-04-25,2012-04-25T23:30:00Z,15,6,2,1,away win OT,left,TD Garden,/api/v1/venues/null,America/New_York
2596,20112012,P,2012-04-26,2012-04-26T23:00:00Z,9,3,1,2,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2597,20112012,P,2012-04-27,2012-04-27T00:30:00Z,1,13,3,2,away win OT,right,BankAtlantic Center,/api/v1/venues/null,America/New_York
2598,20112012,P,2012-04-28,2012-04-28T01:00:00Z,18,27,3,4,home win OT,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2599,20112012,P,2012-04-28,2012-04-28T19:00:00Z,15,3,1,3,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2600,20112012,P,2012-04-28,2012-04-28T23:30:00Z,26,19,3,1,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2601,20112012,P,2012-04-29,2012-04-29T19:00:00Z,1,4,3,4,home win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2602,20112012,P,2012-04-30,2012-04-30T00:00:00Z,18,27,3,5,home win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2603,20112012,P,2012-04-30,2012-04-30T23:30:00Z,15,3,3,2,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2604,20112012,P,2012-05-01,2012-05-01T23:30:00Z,1,4,4,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2605,20112012,P,2012-05-01,2012-05-01T01:00:00Z,26,19,5,2,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2606,20112012,P,2012-05-02,2012-05-02T23:30:00Z,3,15,2,1,away win OT,right,Verizon Center,/api/v1/venues/null,America/New_York
2607,20112012,P,2012-05-03,2012-05-03T23:30:00Z,4,1,3,4,home win OT,left,Prudential Center,/api/v1/venues/null,America/New_York
2608,20112012,P,2012-05-03,2012-05-03T01:00:00Z,27,18,0,2,home win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2609,20112012,P,2012-05-04,2012-05-04T23:30:00Z,27,18,1,0,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2610,20112012,P,2012-05-04,2012-05-04T02:00:00Z,19,26,2,4,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2611,20112012,P,2012-05-05,2012-05-05T16:30:00Z,3,15,2,3,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
2612,20112012,P,2012-05-06,2012-05-06T23:30:00Z,4,1,2,4,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2613,20112012,P,2012-05-06,2012-05-06T19:00:00Z,19,26,1,3,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2614,20112012,P,2012-05-07,2012-05-07T23:30:00Z,15,3,2,3,home win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2615,20112012,P,2012-05-08,2012-05-08T23:30:00Z,1,4,3,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2616,20112012,P,2012-05-08,2012-05-08T02:00:00Z,18,27,1,2,home win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2617,20112012,P,2012-05-09,2012-05-09T23:30:00Z,3,15,1,2,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
2618,20112012,P,2012-05-12,2012-05-12T23:30:00Z,15,3,1,2,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2619,20112012,P,2012-05-14,2012-05-14T00:00:00Z,26,27,4,2,away win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2620,20112012,P,2012-05-15,2012-05-15T00:00:00Z,1,3,0,3,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2621,20112012,P,2012-05-16,2012-05-16T01:00:00Z,26,27,4,0,away win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2622,20112012,P,2012-05-17,2012-05-17T00:00:00Z,1,3,3,2,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2623,20112012,P,2012-05-18,2012-05-18T01:00:00Z,27,26,1,2,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2624,20112012,P,2012-05-19,2012-05-19T17:00:00Z,3,1,3,0,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2625,20112012,P,2012-05-20,2012-05-20T19:00:00Z,27,26,2,0,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2626,20112012,P,2012-05-22,2012-05-22T00:00:00Z,3,1,1,4,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2627,20112012,P,2012-05-23,2012-05-23T01:00:00Z,26,27,4,3,away win OT,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2628,20112012,P,2012-05-24,2012-05-24T00:00:00Z,1,3,5,3,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2629,20112012,P,2012-05-26,2012-05-26T00:00:00Z,3,1,2,3,home win OT,left,Prudential Center,/api/v1/venues/null,America/New_York
2630,20112012,P,2012-05-31,2012-05-31T00:00:00Z,26,1,2,1,away win OT,left,Prudential Center,/api/v1/venues/null,America/New_York
2631,20112012,P,2012-06-03,2012-06-03T00:00:00Z,26,1,2,1,away win OT,left,Prudential Center,/api/v1/venues/null,America/New_York
2632,20112012,P,2012-06-05,2012-06-05T00:00:00Z,1,26,0,4,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2633,20112012,P,2012-06-07,2012-06-07T00:00:00Z,1,26,3,1,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2634,20112012,P,2012-06-10,2012-06-10T00:00:00Z,26,1,1,2,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2635,20112012,P,2012-06-12,2012-06-12T00:00:00Z,1,26,1,6,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2636,20122013,R,2013-01-19,2013-01-19T20:00:00Z,16,26,5,2,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2637,20122013,R,2013-01-19,2013-01-19T20:00:00Z,9,52,4,1,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
2638,20122013,R,2013-01-19,2013-01-19T20:00:00Z,5,4,3,1,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2639,20122013,R,2013-01-20,2013-01-20T01:00:00Z,17,19,0,6,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2640,20122013,R,2013-01-20,2013-01-20T01:00:00Z,29,18,3,2,away win SO,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2641,20122013,R,2013-01-20,2013-01-20T00:00:00Z,1,2,2,1,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York
2642,20122013,R,2013-01-20,2013-01-20T00:00:00Z,10,8,2,1,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
2643,20122013,R,2013-01-20,2013-01-20T23:00:00Z,28,20,4,1,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
2644,20122013,R,2013-01-20,2013-01-20T17:30:00Z,4,7,2,5,home win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York
2645,20122013,R,2013-01-20,2013-01-20T03:00:00Z,24,23,7,3,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
2646,20122013,R,2013-01-20,2013-01-20T00:00:00Z,3,6,1,3,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York
2647,20122013,R,2013-01-20,2013-01-20T00:00:00Z,15,14,3,6,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York
2648,20122013,R,2013-01-20,2013-01-20T01:00:00Z,27,25,3,4,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago
2649,20122013,R,2013-01-20,2013-01-20T00:30:00Z,12,13,1,5,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York
2650,20122013,R,2013-01-20,2013-01-20T02:00:00Z,21,30,2,4,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
2651,20122013,R,2013-01-21,2013-01-21T02:00:00Z,22,23,3,2,away win SO,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
2652,20122013,R,2013-01-21,2013-01-21T23:00:00Z,19,18,4,3,away win SO,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago
2653,20122013,R,2013-01-21,2013-01-21T00:00:00Z,5,3,6,3,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2654,20122013,R,2013-01-21,2013-01-21T18:00:00Z,52,6,1,2,home win SO,left,TD Garden,/api/v1/venues/null,America/New_York
2655,20122013,R,2013-01-21,2013-01-21T18:00:00Z,14,2,3,4,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York
2656,20122013,R,2013-01-21,2013-01-21T03:00:00Z,16,27,6,4,away win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2657,20122013,R,2013-01-21,2013-01-21T01:00:00Z,25,30,0,1,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
2658,20122013,R,2013-01-22,2013-01-22T00:30:00Z,13,9,0,4,home win REG,left,Scotiabank Place,/api/v1/venues/null,America/New_York
2659,20122013,R,2013-01-22,2013-01-22T02:00:00Z,24,20,5,4,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
2660,20122013,R,2013-01-22,2013-01-22T00:00:00Z,7,10,2,1,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto
2661,20122013,R,2013-01-22,2013-01-22T00:30:00Z,17,29,4,3,away win SO,left,Nationwide Arena,/api/v1/venues/null,America/New_York
2662,20122013,R,2013-01-23,2013-01-23T01:30:00Z,19,16,2,3,home win REG,right,United Center,/api/v1/venues/null,America/Chicago
2663,20122013,R,2013-01-23,2013-01-23T00:00:00Z,52,15,4,2,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
2664,20122013,R,2013-01-23,2013-01-23T02:00:00Z,26,21,1,3,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver
2665,20122013,R,2013-01-23,2013-01-23T00:30:00Z,13,8,1,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
2666,20122013,R,2013-01-23,2013-01-23T03:00:00Z,28,22,6,3,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton
2667,20122013,R,2013-01-23,2013-01-23T00:00:00Z,14,12,4,1,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York
2668,20122013,R,2013-01-23,2013-01-23T00:30:00Z,25,17,2,1,away win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
2669,20122013,R,2013-01-23,2013-01-23T00:30:00Z,4,1,0,3,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York
2670,20122013,R,2013-01-23,2013-01-23T01:00:00Z,18,30,3,1,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
2671,20122013,R,2013-01-24,2013-01-24T03:00:00Z,20,23,2,3,home win SO,right,Rogers Arena,/api/v1/venues/null,America/Vancouver
2672,20122013,R,2013-01-24,2013-01-24T00:00:00Z,10,5,5,2,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
2673,20122013,R,2013-01-24,2013-01-24T00:30:00Z,6,3,3,4,home win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2674,20122013,R,2013-01-24,2013-01-24T03:00:00Z,29,27,1,5,home win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2675,20122013,R,2013-01-25,2013-01-25T02:00:00Z,29,21,0,4,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver
2676,20122013,R,2013-01-25,2013-01-25T00:00:00Z,3,4,1,2,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York
2677,20122013,R,2013-01-25,2013-01-25T02:30:00Z,26,22,1,2,home win OT,left,Rexall Place,/api/v1/venues/null,America/Edmonton
2678,20122013,R,2013-01-25,2013-01-25T00:00:00Z,7,12,3,6,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York
2679,20122013,R,2013-01-25,2013-01-25T00:00:00Z,2,10,7,4,away win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto
2680,20122013,R,2013-01-25,2013-01-25T01:30:00Z,16,25,3,2,away win OT,right,American Airlines Center,/api/v1/venues/null,America/Chicago
2681,20122013,R,2013-01-25,2013-01-25T00:00:00Z,8,15,4,1,away win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
2682,20122013,R,2013-01-25,2013-01-25T00:30:00Z,9,13,3,1,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York
2683,20122013,R,2013-01-25,2013-01-25T03:30:00Z,27,28,3,5,home win REG,left,HP Pavilion at San Jose,/api/v1/venues/null,America/Los_Angeles
2684,20122013,R,2013-01-25,2013-01-25T01:00:00Z,18,19,0,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2685,20122013,R,2013-01-26,2013-01-26T00:00:00Z,2,6,2,4,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York
2686,20122013,R,2013-01-26,2013-01-26T00:00:00Z,12,7,3,1,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York
2687,20122013,R,2013-01-26,2013-01-26T00:30:00Z,30,17,3,5,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
2688,20122013,R,2013-01-26,2013-01-26T01:00:00Z,5,52,2,4,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
2689,20122013,R,2013-01-26,2013-01-26T00:00:00Z,15,1,2,3,home win OT,left,Prudential Center,/api/v1/venues/null,America/New_York
2690,20122013,R,2013-01-26,2013-01-26T03:00:00Z,23,24,5,0,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
2691,20122013,R,2013-01-26,2013-01-26T21:00:00Z,21,28,0,4,home win REG,left,HP Pavilion at San Jose,/api/v1/venues/null,America/Los_Angeles
2692,20122013,R,2013-01-26,2013-01-26T00:30:00Z,9,14,4,6,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York
2693,20122013,R,2013-01-27,2013-01-27T00:00:00Z,16,29,3,2,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York
2694,20122013,R,2013-01-27,2013-01-27T20:00:00Z,7,15,2,3,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York
2695,20122013,R,2013-01-27,2013-01-27T03:30:00Z,18,24,2,3,home win SO,left,Honda Center,/api/v1/venues/null,America/Los_Angeles
2696,20122013,R,2013-01-27,2013-01-27T00:30:00Z,4,13,7,1,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York
2697,20122013,R,2013-01-27,2013-01-27T23:00:00Z,1,8,3,4,home win OT,right,Centre Bell,/api/v1/venues/null,America/Montreal
2698,20122013,R,2013-01-27,2013-01-27T03:00:00Z,22,20,3,4,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver
2699,20122013,R,2013-01-27,2013-01-27T00:00:00Z,10,3,2,5,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2700,20122013,R,2013-01-27,2013-01-27T01:00:00Z,26,27,4,2,away win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2701,20122013,R,2013-01-27,2013-01-27T22:00:00Z,5,9,2,1,away win SO,left,Scotiabank Place,/api/v1/venues/null,America/New_York
2702,20122013,R,2013-01-27,2013-01-27T23:00:00Z,4,14,1,5,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York
2703,20122013,R,2013-01-27,2013-01-27T01:00:00Z,19,25,4,3,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago
2704,20122013,R,2013-01-28,2013-01-28T01:00:00Z,30,19,4,5,home win OT,left,Scottrade Center,/api/v1/venues/null,America/Chicago
2705,20122013,R,2013-01-28,2013-01-28T00:00:00Z,17,16,1,2,home win OT,right,United Center,/api/v1/venues/null,America/Chicago
2706,20122013,R,2013-01-28,2013-01-28T01:00:00Z,2,52,4,5,home win OT,right,MTS Centre,/api/v1/venues/null,America/Winnipeg
2707,20122013,R,2013-01-28,2013-01-28T01:00:00Z,23,28,1,4,home win REG,left,HP Pavilion at San Jose,/api/v1/venues/null,America/Los_Angeles
2708,20122013,R,2013-01-29,2013-01-29T02:30:00Z,21,22,1,4,home win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton
2709,20122013,R,2013-01-29,2013-01-29T00:00:00Z,6,12,5,3,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York
2710,20122013,R,2013-01-29,2013-01-29T03:30:00Z,23,26,2,3,home win SO,right,Staples Center,/api/v1/venues/null,America/Los_Angeles
2711,20122013,R,2013-01-29,2013-01-29T00:00:00Z,25,29,1,2,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York
2712,20122013,R,2013-01-29,2013-01-29T02:00:00Z,18,27,0,4,home win REG,NA,Jobing.com Arena,/api/v1/venues/null,America/Phoenix
2713,20122013,R,2013-01-30,2013-01-30T01:00:00Z,29,30,2,3,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago
2714,20122013,R,2013-01-30,2013-01-30T00:30:00Z,52,8,3,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal
2715,20122013,R,2013-01-30,2013-01-30T00:00:00Z,10,7,4,3,away win OT,left,First Niagara Center,/api/v1/venues/null,America/New_York
2716,20122013,R,2013-01-30,2013-01-30T00:00:00Z,4,3,1,2,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York
2717,20122013,R,2013-01-30,2013-01-30T03:30:00Z,24,28,2,3,home win SO,left,HP Pavilion at San Jose,/api/v1/venues/null,America/Los_Angeles
2718,20122013,R,2013-01-30,2013-01-30T00:30:00Z,25,17,1,4,home win REG,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit
2719,20122013,R,2013-01-30,2013-01-30T00:00:00Z,1,6,1,2,home win SO,left,TD Garden,/api/v1/venues/null,America/New_York
2720,20122013,R,2013-01-30,2013-01-30T00:30:00Z,2,5,4,1,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York
2721,20122013,R,2013-01-30,2013-01-30T00:30:00Z,15,9,2,3,home win REG,left,Scotiabank Place,/api/v1/venues/null,America/New_York
2722,20122013,R,2013-01-30,2013-01-30T00:30:00Z,13,14,2,5,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York
