,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,venue,win_loss,streak
4962,4963,20142015,R,2014-11-08,22,7,3,2,away win REG,First Niagara Center,w,1
4976,4977,20142015,R,2014-11-09,22,3,3,1,away win REG,Madison Square Garden,w,2
4993,4994,20142015,R,2014-11-12,22,18,2,3,home win REG,Bridgestone Arena,l,-1
5005,5006,20142015,R,2014-11-14,9,22,4,3,away win OT,Rexall Place,l,-2
5026,5027,20142015,R,2014-11-17,53,22,2,1,away win REG,Rexall Place,l,-3
5043,5044,20142015,R,2014-11-20,23,22,5,4,away win REG,Rexall Place,l,-4
5057,5058,20142015,R,2014-11-22,1,22,2,0,away win REG,Rexall Place,l,-5
5068,5069,20142015,R,2014-11-23,16,22,7,1,away win REG,Rexall Place,l,-6
5081,5082,20142015,R,2014-11-26,22,25,2,3,home win REG,American Airlines Center,l,-7
5096,5097,20142015,R,2014-11-28,22,18,0,1,home win OT,Bridgestone Arena,l,-8
5106,5107,20142015,R,2014-11-29,22,19,3,4,home win OT,Scottrade Center,l,-9
5124,5125,20142015,R,2014-12-02,53,22,5,2,away win REG,Rexall Place,l,-10
5137,5138,20142015,R,2014-12-04,22,52,2,3,home win OT,MTS Centre,l,-11
5168,5169,20142015,R,2014-12-08,28,22,1,2,home win REG,Rexall Place,w,1
5179,5180,20142015,R,2014-12-10,22,28,2,5,home win REG,SAP Center at San Jose,l,-1
5182,5183,20142015,R,2014-12-11,22,24,1,2,home win REG,Honda Center,l,-2
5194,5195,20142015,R,2014-12-13,24,22,4,2,away win REG,Rexall Place,l,-3
5213,5214,20142015,R,2014-12-15,3,22,2,0,away win REG,Rexall Place,l,-4
5226,5227,20142015,R,2014-12-17,22,53,1,2,home win OT,Gila River Arena,l,-5
5235,5236,20142015,R,2014-12-19,22,28,3,4,home win REG,SAP Center at San Jose,l,-6
5247,5248,20142015,R,2014-12-21,25,22,6,5,away win SO,Rexall Place,l,-7
5271,5272,20142015,R,2014-12-24,53,22,5,1,away win REG,Rexall Place,l,-8
5285,5286,20142015,R,2014-12-28,22,20,1,4,home win REG,Scotiabank Saddledome,l,-9
5309,5310,20142015,R,2014-12-31,26,22,2,3,home win SO,Rexall Place,w,1
5316,5317,20142015,R,2015-01-01,22,20,3,4,home win OT,Scotiabank Saddledome,l,-1
5331,5332,20142015,R,2015-01-03,22,21,1,2,home win SO,Pepsi Center,l,-2
5343,5344,20142015,R,2015-01-05,2,22,2,5,home win REG,Rexall Place,w,1
5353,5354,20142015,R,2015-01-07,17,22,4,2,away win REG,Rexall Place,l,-1
5378,5379,20142015,R,2015-01-10,16,22,2,5,home win REG,Rexall Place,w,1
5390,5391,20142015,R,2015-01-12,13,22,4,2,away win REG,Rexall Place,l,-1
5396,5397,20142015,R,2015-01-14,22,19,2,4,home win REG,Scottrade Center,l,-2
5410,5411,20142015,R,2015-01-16,22,14,2,3,home win REG,Amalie Arena,l,-3
5436,5437,20142015,R,2015-01-18,22,13,3,2,away win SO,BB&T Center,w,1
5453,5454,20142015,R,2015-01-21,22,15,5,4,away win SO,Verizon Center,w,2
5467,5468,20142015,R,2015-01-28,30,22,2,1,away win REG,Rexall Place,l,-1
5485,5486,20142015,R,2015-01-30,7,22,2,3,home win REG,Rexall Place,w,1
5500,5501,20142015,R,2015-02-01,22,20,2,4,home win REG,Scotiabank Saddledome,l,-1
5507,5508,20142015,R,2015-02-03,22,28,5,4,away win SO,SAP Center at San Jose,w,1
5522,5523,20142015,R,2015-02-05,5,22,2,0,away win REG,Rexall Place,l,-1
5547,5548,20142015,R,2015-02-08,22,10,1,5,home win REG,Air Canada Centre,l,-2
5558,5559,20142015,R,2015-02-10,22,1,2,1,away win REG,Prudential Center,w,1
5561,5562,20142015,R,2015-02-11,22,2,2,3,home win REG,Nassau Coliseum,l,-1
5581,5582,20142015,R,2015-02-13,22,8,4,3,away win OT,Centre Bell,w,1
5582,5583,20142015,R,2015-02-14,22,9,2,7,home win REG,Canadian Tire Centre,l,-1
5604,5605,20142015,R,2015-02-17,22,52,4,5,home win SO,MTS Centre,l,-2
5621,5622,20142015,R,2015-02-19,6,22,3,4,home win SO,Rexall Place,w,1
5636,5637,20142015,R,2015-02-21,30,22,4,0,away win REG,Rexall Place,l,-1
5645,5646,20142015,R,2015-02-22,24,22,2,1,away win REG,Rexall Place,l,-2
5663,5664,20142015,R,2015-02-25,22,30,2,1,away win REG,Xcel Energy Center,w,1
5699,5700,20142015,R,2015-03-01,19,22,2,1,away win REG,Rexall Place,l,-1
5710,5711,20142015,R,2015-03-04,26,22,5,2,away win REG,Rexall Place,l,-2
5734,5735,20142015,R,2015-03-07,22,16,1,2,home win SO,United Center,l,-3
5737,5738,20142015,R,2015-03-08,22,12,4,7,home win REG,PNC Arena,l,-4
5751,5752,20142015,R,2015-03-09,22,17,2,5,home win REG,Joe Louis Arena,l,-5
5767,5768,20142015,R,2015-03-12,22,5,4,6,home win REG,CONSOL Energy Center,l,-6
5774,5775,20142015,R,2015-03-13,22,29,4,5,home win SO,Nationwide Arena,l,-7
5803,5804,20142015,R,2015-03-17,10,22,1,4,home win REG,Rexall Place,w,1
5818,5819,20142015,R,2015-03-19,29,22,4,3,away win SO,Rexall Place,l,-1
5841,5842,20142015,R,2015-03-22,4,22,4,5,home win OT,Rexall Place,w,1
5855,5856,20142015,R,2015-03-24,52,22,4,1,away win REG,Rexall Place,l,-1
5873,5874,20142015,R,2015-03-26,21,22,3,4,home win REG,Rexall Place,w,1
5880,5881,20142015,R,2015-03-28,25,22,0,4,home win REG,Rexall Place,w,2
5906,5907,20142015,R,2015-03-31,22,21,4,1,away win REG,Pepsi Center,w,3
5919,5920,20142015,R,2015-04-02,22,24,1,5,home win REG,Honda Center,l,-1
5926,5927,20142015,R,2015-04-03,22,26,2,8,home win REG,STAPLES Center,l,-2
5945,5946,20142015,R,2015-04-05,20,22,4,0,away win REG,Rexall Place,l,-3
5958,5959,20142015,R,2015-04-08,26,22,2,4,home win REG,Rexall Place,w,1
5972,5973,20142015,R,2015-04-10,28,22,3,1,away win REG,Rexall Place,l,-1
5991,5992,20142015,R,2015-04-12,22,23,5,6,home win OT,Rogers Arena,l,-2
4779,4780,20142015,R,2014-10-10,3,19,3,2,away win REG,Scottrade Center,l,-1
4784,4785,20142015,R,2014-10-11,20,19,1,4,home win REG,Scottrade Center,w,1
4822,4823,20142015,R,2014-10-17,19,26,0,1,home win SO,STAPLES Center,l,-1
4840,4841,20142015,R,2014-10-19,19,53,6,1,away win REG,Gila River Arena,w,1
4841,4842,20142015,R,2014-10-20,19,24,0,3,home win REG,Honda Center,l,-1
4863,4864,20142015,R,2014-10-24,23,19,4,1,away win REG,Scottrade Center,l,-2
4878,4879,20142015,R,2014-10-26,16,19,2,3,home win REG,Scottrade Center,w,1
4896,4897,20142015,R,2014-10-29,19,25,4,3,away win OT,American Airlines Center,w,2
4909,4910,20142015,R,2014-10-31,24,19,0,2,home win REG,Scottrade Center,w,3
4925,4926,20142015,R,2014-11-02,21,19,2,3,home win SO,Scottrade Center,w,4
4934,4935,20142015,R,2014-11-04,19,3,4,3,away win SO,Madison Square Garden,w,5
4935,4936,20142015,R,2014-11-05,19,1,1,0,away win REG,Prudential Center,w,6
4955,4956,20142015,R,2014-11-07,1,19,3,4,home win REG,Scottrade Center,w,7
4971,4972,20142015,R,2014-11-09,18,19,2,1,away win REG,Scottrade Center,l,-1
4984,4985,20142015,R,2014-11-12,7,19,1,6,home win REG,Scottrade Center,w,1
4998,4999,20142015,R,2014-11-14,18,19,3,4,home win REG,Scottrade Center,w,2
5017,5018,20142015,R,2014-11-16,15,19,1,4,home win REG,Scottrade Center,w,3
5041,5042,20142015,R,2014-11-19,19,6,0,2,home win REG,TD Garden,l,-1
5049,5050,20142015,R,2014-11-21,19,8,1,4,home win REG,Centre Bell,l,-2
5058,5059,20142015,R,2014-11-22,19,9,3,2,away win REG,Canadian Tire Centre,w,1
5067,5068,20142015,R,2014-11-23,19,52,4,2,away win REG,MTS Centre,w,2
5079,5080,20142015,R,2014-11-26,9,19,3,2,away win SO,Scottrade Center,l,-1
5106,5107,20142015,R,2014-11-29,22,19,3,4,home win OT,Scottrade Center,w,1
5116,5117,20142015,R,2014-11-30,19,30,3,2,away win SO,Xcel Energy Center,w,2
5135,5136,20142015,R,2014-12-04,19,16,1,4,home win REG,United Center,l,-1
5139,5140,20142015,R,2014-12-05,19,18,3,4,home win REG,Bridgestone Arena,l,-2
5154,5155,20142015,R,2014-12-06,19,2,6,4,away win REG,Nassau Coliseum,w,1
5170,5171,20142015,R,2014-12-09,13,19,2,4,home win REG,Scottrade Center,w,2
5184,5185,20142015,R,2014-12-12,2,19,3,6,home win REG,Scottrade Center,w,3
5209,5210,20142015,R,2014-12-14,19,21,3,2,away win OT,Pepsi Center,w,4
5219,5220,20142015,R,2014-12-17,26,19,2,5,home win REG,Scottrade Center,w,5
5232,5233,20142015,R,2014-12-19,19,26,4,6,home win REG,STAPLES Center,l,-1
5251,5252,20142015,R,2014-12-21,19,28,2,3,home win OT,SAP Center at San Jose,l,-2
5277,5278,20142015,R,2014-12-24,19,21,0,5,home win REG,Pepsi Center,l,-3
5286,5287,20142015,R,2014-12-28,25,19,4,3,away win REG,Scottrade Center,l,-4
5301,5302,20142015,R,2014-12-30,21,19,0,3,home win REG,Scottrade Center,w,1
5308,5309,20142015,R,2014-12-31,19,18,2,3,home win REG,Bridgestone Arena,l,-1
5323,5324,20142015,R,2015-01-03,19,24,3,4,home win REG,Honda Center,l,-2
5333,5334,20142015,R,2015-01-04,19,28,7,2,away win REG,SAP Center at San Jose,w,1
5350,5351,20142015,R,2015-01-07,19,53,6,0,away win REG,Gila River Arena,w,2
5371,5372,20142015,R,2015-01-09,28,19,2,7,home win REG,Scottrade Center,w,3
5384,5385,20142015,R,2015-01-11,12,19,4,5,home win SO,Scottrade Center,w,4
5396,5397,20142015,R,2015-01-14,22,19,2,4,home win REG,Scottrade Center,w,5
5408,5409,20142015,R,2015-01-16,17,19,3,2,away win OT,Scottrade Center,l,-1
5428,5429,20142015,R,2015-01-18,10,19,0,3,home win REG,Scottrade Center,w,1
5442,5443,20142015,R,2015-01-20,21,19,1,3,home win REG,Scottrade Center,w,2
5482,5483,20142015,R,2015-01-30,18,19,4,5,home win SO,Scottrade Center,w,3
5489,5490,20142015,R,2015-01-31,19,12,3,2,away win SO,PNC Arena,w,4
5496,5497,20142015,R,2015-02-01,19,15,4,3,away win REG,Verizon Center,w,5
5516,5517,20142015,R,2015-02-04,14,19,1,2,home win OT,Scottrade Center,w,6
5531,5532,20142015,R,2015-02-06,19,7,3,0,away win REG,First Niagara Center,w,7
5533,5534,20142015,R,2015-02-07,19,29,1,7,home win REG,Nationwide Arena,l,-1
5550,5551,20142015,R,2015-02-08,16,19,4,2,away win REG,Scottrade Center,l,-2
5562,5563,20142015,R,2015-02-11,53,19,1,2,home win REG,Scottrade Center,w,1
5577,5578,20142015,R,2015-02-13,19,14,6,3,away win REG,Amalie Arena,w,2
5595,5596,20142015,R,2015-02-15,19,13,2,1,away win SO,BB&T Center,w,3
5610,5611,20142015,R,2015-02-18,25,19,4,1,away win REG,Scottrade Center,l,-1
5633,5634,20142015,R,2015-02-21,6,19,1,5,home win REG,Scottrade Center,w,1
5639,5640,20142015,R,2015-02-22,5,19,4,2,away win REG,Scottrade Center,l,-1
5666,5667,20142015,R,2015-02-25,8,19,5,2,away win REG,Scottrade Center,l,-2
5672,5673,20142015,R,2015-02-27,19,52,2,1,away win SO,MTS Centre,w,1
5699,5700,20142015,R,2015-03-01,19,22,2,1,away win REG,Rexall Place,w,2
5701,5702,20142015,R,2015-03-02,19,23,5,6,home win SO,Rogers Arena,l,-1
5727,5728,20142015,R,2015-03-06,19,4,1,3,home win REG,Wells Fargo Center,l,-2
5739,5740,20142015,R,2015-03-08,19,10,6,1,away win REG,Air Canada Centre,w,1
5763,5764,20142015,R,2015-03-11,52,19,4,5,home win REG,Scottrade Center,w,2
5778,5779,20142015,R,2015-03-13,4,19,0,1,home win SO,Scottrade Center,w,3
5790,5791,20142015,R,2015-03-15,19,25,3,0,away win REG,American Airlines Center,w,4
5798,5799,20142015,R,2015-03-15,30,19,3,1,away win REG,Scottrade Center,l,-1
5812,5813,20142015,R,2015-03-18,19,20,4,0,away win REG,Scotiabank Saddledome,w,1
5826,5827,20142015,R,2015-03-20,19,52,1,2,home win SO,MTS Centre,l,-1
5836,5837,20142015,R,2015-03-21,19,30,3,6,home win REG,Xcel Energy Center,l,-2
5844,5845,20142015,R,2015-03-22,19,17,1,2,home win OT,Joe Louis Arena,l,-3
5851,5852,20142015,R,2015-03-24,19,5,3,2,away win OT,CONSOL Energy Center,w,1
5897,5898,20142015,R,2015-03-29,29,19,4,2,away win REG,Scottrade Center,l,-1
5905,5906,20142015,R,2015-03-31,23,19,4,1,away win REG,Scottrade Center,l,-2
5927,5928,20142015,R,2015-04-03,20,19,1,4,home win REG,Scottrade Center,w,1
5934,5935,20142015,R,2015-04-04,19,25,7,5,away win REG,American Airlines Center,w,2
5948,5949,20142015,R,2015-04-05,19,16,2,1,away win REG,United Center,w,3
5960,5961,20142015,R,2015-04-08,52,19,1,0,away win REG,Scottrade Center,l,-1
5973,5974,20142015,R,2015-04-10,16,19,1,2,home win REG,Scottrade Center,w,1
5981,5982,20142015,R,2015-04-11,30,19,2,4,home win REG,Scottrade Center,w,2
4780,4781,20142015,R,2014-10-10,21,30,0,5,home win REG,Xcel Energy Center,w,1
4790,4791,20142015,R,2014-10-12,30,21,3,0,away win REG,Pepsi Center,w,2
4825,4826,20142015,R,2014-10-18,30,24,1,2,home win REG,Honda Center,l,-1
4836,4837,20142015,R,2014-10-19,30,26,1,2,home win REG,STAPLES Center,l,-2
4859,4860,20142015,R,2014-10-24,53,30,0,2,home win REG,Xcel Energy Center,w,1
4879,4880,20142015,R,2014-10-26,14,30,2,7,home win REG,Xcel Energy Center,w,2
4883,4884,20142015,R,2014-10-27,30,3,4,5,home win REG,Madison Square Garden,l,-1
4886,4887,20142015,R,2014-10-28,30,6,4,3,away win REG,TD Garden,w,1
4910,4911,20142015,R,2014-10-31,28,30,3,4,home win SO,Xcel Energy Center,w,2
4928,4929,20142015,R,2014-11-02,25,30,1,4,home win REG,Xcel Energy Center,w,3
4938,4939,20142015,R,2014-11-05,5,30,4,1,away win REG,Xcel Energy Center,l,-1
4953,4954,20142015,R,2014-11-07,30,9,0,3,home win REG,Canadian Tire Centre,l,-2
4966,4967,20142015,R,2014-11-09,30,8,1,4,home win REG,Centre Bell,l,-3
4990,4991,20142015,R,2014-11-12,30,1,1,3,home win REG,Prudential Center,l,-4
4999,5000,20142015,R,2014-11-14,7,30,3,6,home win REG,Xcel Energy Center,w,1
5011,5012,20142015,R,2014-11-15,30,25,2,1,away win REG,American Airlines Center,w,2
5015,5016,20142015,R,2014-11-16,52,30,3,4,home win OT,Xcel Energy Center,w,3
5053,5054,20142015,R,2014-11-21,30,4,3,2,away win REG,Wells Fargo Center,w,4
5069,5070,20142015,R,2014-11-23,30,14,1,2,home win REG,Amalie Arena,l,-1
5076,5077,20142015,R,2014-11-25,30,13,4,1,away win REG,BB&T Center,w,1
5091,5092,20142015,R,2014-11-27,26,30,4,0,away win REG,Xcel Energy Center,l,-1
5101,5102,20142015,R,2014-11-29,30,25,5,4,away win OT,American Airlines Center,w,1
5116,5117,20142015,R,2014-11-30,19,30,3,2,away win SO,Xcel Energy Center,l,-1
5138,5139,20142015,R,2014-12-04,8,30,1,2,home win REG,Xcel Energy Center,w,1
5151,5152,20142015,R,2014-12-06,24,30,5,4,away win REG,Xcel Energy Center,l,-1
5176,5177,20142015,R,2014-12-10,2,30,4,5,home win REG,Xcel Energy Center,w,1
5191,5192,20142015,R,2014-12-12,30,28,1,2,home win REG,SAP Center at San Jose,l,-1
5200,5201,20142015,R,2014-12-14,30,53,4,3,away win SO,Gila River Arena,w,1
5221,5222,20142015,R,2014-12-17,30,16,3,5,home win REG,United Center,l,-1
5228,5229,20142015,R,2014-12-18,6,30,3,2,away win OT,Xcel Energy Center,l,-2
5255,5256,20142015,R,2014-12-21,18,30,6,5,away win OT,Xcel Energy Center,l,-3
5272,5273,20142015,R,2014-12-24,4,30,5,2,away win REG,Xcel Energy Center,l,-4
5282,5283,20142015,R,2014-12-28,52,30,4,3,away win OT,Xcel Energy Center,l,-5
5300,5301,20142015,R,2014-12-30,30,52,3,2,away win REG,MTS Centre,w,1
5319,5320,20142015,R,2015-01-01,30,29,1,3,home win REG,Nationwide Arena,l,-1
5329,5330,20142015,R,2015-01-03,10,30,1,3,home win REG,Xcel Energy Center,w,1
5338,5339,20142015,R,2015-01-04,30,25,1,7,home win REG,American Airlines Center,l,-1
5354,5355,20142015,R,2015-01-07,28,30,4,3,away win OT,Xcel Energy Center,l,-2
5365,5366,20142015,R,2015-01-09,16,30,4,2,away win REG,Xcel Energy Center,l,-3
5376,5377,20142015,R,2015-01-10,18,30,3,1,away win REG,Xcel Energy Center,l,-4
5388,5389,20142015,R,2015-01-12,30,16,1,4,home win REG,United Center,l,-5
5399,5400,20142015,R,2015-01-14,30,5,2,7,home win REG,CONSOL Energy Center,l,-6
5415,5416,20142015,R,2015-01-16,30,7,7,0,away win REG,First Niagara Center,w,1
5432,5433,20142015,R,2015-01-18,53,30,1,3,home win REG,Xcel Energy Center,w,2
5446,5447,20142015,R,2015-01-20,29,30,3,1,away win REG,Xcel Energy Center,l,-1
5454,5455,20142015,R,2015-01-21,30,17,4,5,home win SO,Joe Louis Arena,l,-2
5467,5468,20142015,R,2015-01-28,30,22,2,1,away win REG,Rexall Place,w,1
5484,5485,20142015,R,2015-01-30,30,20,1,0,away win REG,Scotiabank Saddledome,w,2
5495,5496,20142015,R,2015-02-01,30,23,4,2,away win REG,Rogers Arena,w,3
5515,5516,20142015,R,2015-02-04,16,30,0,3,home win REG,Xcel Energy Center,w,4
5548,5549,20142015,R,2015-02-08,21,30,0,1,home win REG,Xcel Energy Center,w,5
5557,5558,20142015,R,2015-02-10,23,30,3,5,home win REG,Xcel Energy Center,w,6
5565,5566,20142015,R,2015-02-11,30,52,1,2,home win OT,MTS Centre,l,-1
5575,5576,20142015,R,2015-02-13,13,30,1,2,home win REG,Xcel Energy Center,w,1
5594,5595,20142015,R,2015-02-15,12,30,3,6,home win REG,Xcel Energy Center,w,2
5608,5609,20142015,R,2015-02-17,30,23,2,3,home win REG,Rogers Arena,l,-1
5619,5620,20142015,R,2015-02-19,30,20,3,2,away win OT,Scotiabank Saddledome,w,1
5636,5637,20142015,R,2015-02-21,30,22,4,0,away win REG,Rexall Place,w,2
5655,5656,20142015,R,2015-02-23,25,30,2,6,home win REG,Xcel Energy Center,w,3
5663,5664,20142015,R,2015-02-25,22,30,2,1,away win REG,Xcel Energy Center,l,-1
5674,5675,20142015,R,2015-02-27,30,18,4,2,away win REG,Bridgestone Arena,w,1
5698,5699,20142015,R,2015-03-01,30,21,3,1,away win REG,Pepsi Center,w,2
5707,5708,20142015,R,2015-03-04,9,30,2,3,home win SO,Xcel Energy Center,w,3
5723,5724,20142015,R,2015-03-06,30,15,2,1,away win REG,Verizon Center,w,4
5733,5734,20142015,R,2015-03-07,30,12,3,1,away win REG,PNC Arena,w,5
5744,5745,20142015,R,2015-03-08,21,30,3,2,away win REG,Xcel Energy Center,l,-1
5762,5763,20142015,R,2015-03-11,1,30,2,6,home win REG,Xcel Energy Center,w,1
5781,5782,20142015,R,2015-03-14,24,30,2,1,away win REG,Xcel Energy Center,l,-1
5798,5799,20142015,R,2015-03-15,30,19,3,1,away win REG,Scottrade Center,w,1
5809,5810,20142015,R,2015-03-18,30,18,3,2,away win OT,Bridgestone Arena,w,2
5827,5828,20142015,R,2015-03-20,15,30,3,2,away win REG,Xcel Energy Center,l,-1
5836,5837,20142015,R,2015-03-21,19,30,3,6,home win REG,Xcel Energy Center,w,1
5846,5847,20142015,R,2015-03-23,30,10,2,1,away win REG,Air Canada Centre,w,2
5854,5855,20142015,R,2015-03-24,30,2,2,1,away win SO,Nassau Coliseum,w,3
5884,5885,20142015,R,2015-03-28,20,30,2,4,home win REG,Xcel Energy Center,w,4
5892,5893,20142015,R,2015-03-29,26,30,1,4,home win REG,Xcel Energy Center,w,5
5925,5926,20142015,R,2015-04-03,3,30,3,2,away win REG,Xcel Energy Center,l,-1
5937,5938,20142015,R,2015-04-04,17,30,3,2,away win SO,Xcel Energy Center,l,-2
5956,5957,20142015,R,2015-04-07,52,30,2,0,away win REG,Xcel Energy Center,l,-3
5963,5964,20142015,R,2015-04-08,30,16,2,1,away win REG,United Center,w,1
5976,5977,20142015,R,2015-04-10,30,18,4,2,away win REG,Bridgestone Arena,w,2
5981,5982,20142015,R,2015-04-11,30,19,2,4,home win REG,Scottrade Center,l,-1
4769,4770,20142015,R,2014-10-09,29,7,3,1,away win REG,First Niagara Center,w,1
4781,4782,20142015,R,2014-10-11,3,29,2,5,home win REG,Nationwide Arena,w,2
4802,4803,20142015,R,2014-10-14,25,29,4,2,away win REG,Nationwide Arena,l,-1
4821,4822,20142015,R,2014-10-17,20,29,2,3,home win REG,Nationwide Arena,w,1
4833,4834,20142015,R,2014-10-18,29,9,2,3,home win REG,Canadian Tire Centre,l,-1
4862,4863,20142015,R,2014-10-24,29,28,5,4,away win REG,SAP Center at San Jose,w,1
4871,4872,20142015,R,2014-10-25,29,24,1,4,home win REG,Honda Center,l,-1
4880,4881,20142015,R,2014-10-26,29,26,2,5,home win REG,STAPLES Center,l,-2
4890,4891,20142015,R,2014-10-28,9,29,5,2,away win REG,Nationwide Arena,l,-3
4907,4908,20142015,R,2014-10-31,10,29,4,1,away win REG,Nationwide Arena,l,-4
4921,4922,20142015,R,2014-11-01,29,1,2,3,home win REG,Prudential Center,l,-5
4940,4941,20142015,R,2014-11-05,12,29,4,2,away win REG,Nationwide Arena,l,-6
4961,4962,20142015,R,2014-11-08,29,12,2,3,home win OT,PNC Arena,l,-7
4968,4969,20142015,R,2014-11-09,14,29,7,4,away win REG,Nationwide Arena,l,-8
4985,4986,20142015,R,2014-11-12,29,15,2,4,home win REG,Verizon Center,l,-9
5006,5007,20142015,R,2014-11-15,29,4,4,3,away win REG,Wells Fargo Center,w,1
5023,5024,20142015,R,2014-11-16,28,29,1,2,home win REG,Nationwide Arena,w,2
5031,5032,20142015,R,2014-11-19,17,29,5,0,away win REG,Nationwide Arena,l,-1
5056,5057,20142015,R,2014-11-22,6,29,4,3,away win SO,Nationwide Arena,l,-2
5061,5062,20142015,R,2014-11-23,29,4,2,4,home win REG,Wells Fargo Center,l,-3
5080,5081,20142015,R,2014-11-26,52,29,4,2,away win REG,Nationwide Arena,l,-4
5102,5103,20142015,R,2014-11-29,23,29,5,0,away win REG,Nationwide Arena,l,-5
5108,5109,20142015,R,2014-11-30,29,18,1,2,home win REG,Bridgestone Arena,l,-6
5121,5122,20142015,R,2014-12-02,13,29,1,2,home win REG,Nationwide Arena,w,1
5149,5150,20142015,R,2014-12-05,29,13,4,3,away win SO,BB&T Center,w,2
5156,5157,20142015,R,2014-12-07,29,14,3,1,away win REG,Amalie Arena,w,3
5172,5173,20142015,R,2014-12-10,4,29,2,3,home win OT,Nationwide Arena,w,4
5188,5189,20142015,R,2014-12-12,29,15,3,2,away win OT,Verizon Center,w,5
5205,5206,20142015,R,2014-12-14,5,29,3,4,home win SO,Nationwide Arena,w,6
5220,5221,20142015,R,2014-12-17,29,17,1,0,away win SO,Joe Louis Arena,w,7
5234,5235,20142015,R,2014-12-19,15,29,5,4,away win OT,Nationwide Arena,l,-1
5245,5246,20142015,R,2014-12-21,16,29,2,3,home win SO,Nationwide Arena,w,1
5264,5265,20142015,R,2014-12-23,18,29,5,1,away win REG,Nationwide Arena,l,-1
5281,5282,20142015,R,2014-12-28,6,29,2,6,home win REG,Nationwide Arena,w,1
5319,5320,20142015,R,2015-01-01,30,29,1,3,home win REG,Nationwide Arena,w,2
5334,5335,20142015,R,2015-01-04,29,53,3,6,home win REG,Gila River Arena,l,-1
5345,5346,20142015,R,2015-01-05,29,21,4,3,away win REG,Pepsi Center,w,1
5348,5349,20142015,R,2015-01-07,29,25,4,2,away win REG,American Airlines Center,w,2
5379,5380,20142015,R,2015-01-10,29,10,2,5,home win REG,Air Canada Centre,l,-1
5381,5382,20142015,R,2015-01-11,2,29,5,2,away win REG,Nationwide Arena,l,-2
5405,5406,20142015,R,2015-01-15,8,29,3,2,away win REG,Nationwide Arena,l,-3
5420,5421,20142015,R,2015-01-17,3,29,2,1,away win REG,Nationwide Arena,l,-4
5430,5431,20142015,R,2015-01-18,29,6,3,1,away win REG,TD Garden,w,1
5446,5447,20142015,R,2015-01-20,29,30,3,1,away win REG,Xcel Energy Center,w,2
5455,5456,20142015,R,2015-01-22,29,52,0,4,home win REG,MTS Centre,l,-1
5468,5469,20142015,R,2015-01-28,15,29,3,4,home win REG,Nationwide Arena,w,1
5481,5482,20142015,R,2015-01-30,29,13,2,3,home win REG,BB&T Center,l,-1
5504,5505,20142015,R,2015-02-01,29,14,1,3,home win REG,Amalie Arena,l,-2
5517,5518,20142015,R,2015-02-04,53,29,4,1,away win REG,Nationwide Arena,l,-3
5533,5534,20142015,R,2015-02-07,19,29,1,7,home win REG,Nationwide Arena,w,1
5543,5544,20142015,R,2015-02-08,29,9,4,1,away win REG,Canadian Tire Centre,w,2
5556,5557,20142015,R,2015-02-10,26,29,4,3,away win REG,Nationwide Arena,l,-1
5584,5585,20142015,R,2015-02-14,4,29,3,4,home win OT,Nationwide Arena,w,1
5596,5597,20142015,R,2015-02-15,29,2,3,6,home win REG,Nassau Coliseum,l,-1
5612,5613,20142015,R,2015-02-18,29,4,5,2,away win REG,Wells Fargo Center,w,1
5625,5626,20142015,R,2015-02-20,29,5,2,1,away win REG,CONSOL Energy Center,w,2
5647,5648,20142015,R,2015-02-22,29,8,1,3,home win REG,Centre Bell,l,-1
5654,5655,20142015,R,2015-02-23,29,3,3,4,home win SO,Madison Square Garden,l,-2
5661,5662,20142015,R,2015-02-25,7,29,4,2,away win REG,Nationwide Arena,l,-3
5678,5679,20142015,R,2015-02-27,8,29,5,2,away win REG,Nationwide Arena,l,-4
5681,5682,20142015,R,2015-02-28,1,29,2,0,away win REG,Nationwide Arena,l,-5
5694,5695,20142015,R,2015-03-01,29,5,3,5,home win REG,CONSOL Energy Center,l,-6
5713,5714,20142015,R,2015-03-04,15,29,5,3,away win REG,Nationwide Arena,l,-7
5730,5731,20142015,R,2015-03-07,29,1,3,2,away win REG,Prudential Center,w,1
5740,5741,20142015,R,2015-03-08,21,29,4,0,away win REG,Nationwide Arena,l,-1
5754,5755,20142015,R,2015-03-10,29,12,4,3,away win SO,PNC Arena,w,1
5769,5770,20142015,R,2015-03-12,29,17,3,1,away win REG,Joe Louis Arena,w,2
5774,5775,20142015,R,2015-03-13,22,29,4,5,home win SO,Nationwide Arena,w,3
5794,5795,20142015,R,2015-03-15,12,29,3,2,away win REG,Nationwide Arena,l,-1
5818,5819,20142015,R,2015-03-19,29,22,4,3,away win SO,Rexall Place,w,1
5824,5825,20142015,R,2015-03-20,29,23,6,2,away win REG,Rogers Arena,w,2
5833,5834,20142015,R,2015-03-21,29,20,3,2,away win OT,Scotiabank Saddledome,w,3
5856,5857,20142015,R,2015-03-24,24,29,3,5,home win REG,Nationwide Arena,w,4
5877,5878,20142015,R,2015-03-28,29,16,5,2,away win REG,United Center,w,5
5897,5898,20142015,R,2015-03-29,29,19,4,2,away win REG,Scottrade Center,w,6
5901,5902,20142015,R,2015-03-31,1,29,2,3,home win OT,Nationwide Arena,w,7
5918,5919,20142015,R,2015-04-02,2,29,3,4,home win SO,Nationwide Arena,w,8
